"",workID,TitleHZ,poetID,NameHZ,role,Sex,relation
625,109,叢筆軒遺藁﹕三卷(清孫采芙撰),4710,楊峴,題辭,男,None
633,109,叢筆軒遺藁﹕三卷(清孫采芙撰),4796,孫采芙大姪,題辭,男,從子;姪子
631,109,叢筆軒遺藁﹕三卷(清孫采芙撰),4794,孫采芙五弟,題辭,男,弟
635,109,叢筆軒遺藁﹕三卷(清孫采芙撰),4712,胡培系,題辭,男,丈夫
634,109,叢筆軒遺藁﹕三卷(清孫采芙撰),4797,孫采芙姪婦,題辭,女,姪媳婦
584,110,吟翠樓詩稿﹕一卷﹐附刻﹕一卷(清孫佩蘭撰),3822,孫佩蘭,主要作者,女,own
679,110,吟翠樓詩稿﹕一卷﹐附刻﹕一卷(清孫佩蘭撰),4753,胡上襄,跋作者,男,子
678,110,吟翠樓詩稿﹕一卷﹐附刻﹕一卷(清孫佩蘭撰),4752,孫寶瑚,跋作者,男,從子;姪子
677,110,吟翠樓詩稿﹕一卷﹐附刻﹕一卷(清孫佩蘭撰),4754,胡珍,傳記作者,男,suspicious
676,110,吟翠樓詩稿﹕一卷﹐附刻﹕一卷(清孫佩蘭撰),4748,孫詒紳,序作者,男,弟
675,110,吟翠樓詩稿﹕一卷﹐附刻﹕一卷(清孫佩蘭撰),4747,孫詒經,序作者,男,弟
674,110,吟翠樓詩稿﹕一卷﹐附刻﹕一卷(清孫佩蘭撰),4746,高鵬年,序作者,男,None
673,110,吟翠樓詩稿﹕一卷﹐附刻﹕一卷(清孫佩蘭撰),4745,吳超,序作者,男,None
672,110,吟翠樓詩稿﹕一卷﹐附刻﹕一卷(清孫佩蘭撰),3804,應寶時,序作者,男,None
671,110,吟翠樓詩稿﹕一卷﹐附刻﹕一卷(清孫佩蘭撰),420,朱智,序作者,男,None
611,111,澹蘜軒詩初稿﹕四卷﹐詞﹕一卷(清張䌌英撰),1917,張䌌英,主要作者,女,own
745,111,澹蘜軒詩初稿﹕四卷﹐詞﹕一卷(清張䌌英撰),4813,劉曉華,序作者,男,None
752,111,澹蘜軒詩初稿﹕四卷﹐詞﹕一卷(清張䌌英撰),161,沈善寶,序作者,女,None
728,112,冷吟仙舘詩稿﹕八卷﹐詩餘一卷﹐文存一卷(淸左錫嘉撰),4925,李榮和,題辭,男,None
732,112,冷吟仙舘詩稿﹕八卷﹐詩餘一卷﹐文存一卷(淸左錫嘉撰),4929,管廷鶚,題辭,男,None
729,112,冷吟仙舘詩稿﹕八卷﹐詩餘一卷﹐文存一卷(淸左錫嘉撰),4926,李成章,題辭,男,None
730,112,冷吟仙舘詩稿﹕八卷﹐詩餘一卷﹐文存一卷(淸左錫嘉撰),4927,甯繩武,題辭,男,None
731,112,冷吟仙舘詩稿﹕八卷﹐詩餘一卷﹐文存一卷(淸左錫嘉撰),4928,許涵度,題辭,男,None
727,112,冷吟仙舘詩稿﹕八卷﹐詩餘一卷﹐文存一卷(淸左錫嘉撰),4924,董汝觀,題辭,男,None
733,112,冷吟仙舘詩稿﹕八卷﹐詩餘一卷﹐文存一卷(淸左錫嘉撰),4930,傅汝霖,題辭,男,None
740,112,冷吟仙舘詩稿﹕八卷﹐詩餘一卷﹐文存一卷(淸左錫嘉撰),4935,吳鴻恩,題辭,男,None
735,112,冷吟仙舘詩稿﹕八卷﹐詩餘一卷﹐文存一卷(淸左錫嘉撰),4932,黎宗幹,題辭,男,None
737,112,冷吟仙舘詩稿﹕八卷﹐詩餘一卷﹐文存一卷(淸左錫嘉撰),4861,周天麟,題辭,男,None
738,112,冷吟仙舘詩稿﹕八卷﹐詩餘一卷﹐文存一卷(淸左錫嘉撰),4934,呂鳳岐,題辭,男,None
739,112,冷吟仙舘詩稿﹕八卷﹐詩餘一卷﹐文存一卷(淸左錫嘉撰),265,李慈銘,題辭,男,None
741,112,冷吟仙舘詩稿﹕八卷﹐詩餘一卷﹐文存一卷(淸左錫嘉撰),4937,林尚辰,跋作者,男,None
726,112,冷吟仙舘詩稿﹕八卷﹐詩餘一卷﹐文存一卷(淸左錫嘉撰),4922,杜崧年,題辭,男,None
734,112,冷吟仙舘詩稿﹕八卷﹐詩餘一卷﹐文存一卷(淸左錫嘉撰),4931,趙之爕,題辭,男,None
725,112,冷吟仙舘詩稿﹕八卷﹐詩餘一卷﹐文存一卷(淸左錫嘉撰),4921,高崇基,題辭,男,None
736,112,冷吟仙舘詩稿﹕八卷﹐詩餘一卷﹐文存一卷(淸左錫嘉撰),4933,劉瑞祺,題辭,男,None
723,112,冷吟仙舘詩稿﹕八卷﹐詩餘一卷﹐文存一卷(淸左錫嘉撰),4919,方戊昌,題辭,男,None
703,112,冷吟仙舘詩稿﹕八卷﹐詩餘一卷﹐文存一卷(淸左錫嘉撰),4898,左省三,題辭,男,族弟
702,112,冷吟仙舘詩稿﹕八卷﹐詩餘一卷﹐文存一卷(淸左錫嘉撰),4897,黃紹昌,題辭,男,None
701,112,冷吟仙舘詩稿﹕八卷﹐詩餘一卷﹐文存一卷(淸左錫嘉撰),4677,張景祁,題辭,男,None
700,112,冷吟仙舘詩稿﹕八卷﹐詩餘一卷﹐文存一卷(淸左錫嘉撰),4895,胡毓筠,題辭,男,None
699,112,冷吟仙舘詩稿﹕八卷﹐詩餘一卷﹐文存一卷(淸左錫嘉撰),4896,仇汝嘉,題辭,男,None
698,112,冷吟仙舘詩稿﹕八卷﹐詩餘一卷﹐文存一卷(淸左錫嘉撰),4909,廖平,序作者,男,None
704,112,冷吟仙舘詩稿﹕八卷﹐詩餘一卷﹐文存一卷(淸左錫嘉撰),4899,吳棠,題辭,男,None
697,112,冷吟仙舘詩稿﹕八卷﹐詩餘一卷﹐文存一卷(淸左錫嘉撰),4908,顧印愚,題辭,男,None
695,112,冷吟仙舘詩稿﹕八卷﹐詩餘一卷﹐文存一卷(淸左錫嘉撰),4864,宋育仁,序作者,男,None
694,112,冷吟仙舘詩稿﹕八卷﹐詩餘一卷﹐文存一卷(淸左錫嘉撰),4863,潘祖蔭,序作者,男,None
693,112,冷吟仙舘詩稿﹕八卷﹐詩餘一卷﹐文存一卷(淸左錫嘉撰),4862,易佩紳,序作者,男,None
692,112,冷吟仙舘詩稿﹕八卷﹐詩餘一卷﹐文存一卷(淸左錫嘉撰),4861,周天麟,序作者,男,None
691,112,冷吟仙舘詩稿﹕八卷﹐詩餘一卷﹐文存一卷(淸左錫嘉撰),4860,左錫蕙,序作者,女,姊
541,112,冷吟仙舘詩稿﹕八卷﹐詩餘一卷﹐文存一卷(淸左錫嘉撰),225,左錫嘉,主要作者,女,own
696,112,冷吟仙舘詩稿﹕八卷﹐詩餘一卷﹐文存一卷(淸左錫嘉撰),224,左錫璇,序作者,女,姊
724,112,冷吟仙舘詩稿﹕八卷﹐詩餘一卷﹐文存一卷(淸左錫嘉撰),4920,王仁堪,題辭,男,None
705,112,冷吟仙舘詩稿﹕八卷﹐詩餘一卷﹐文存一卷(淸左錫嘉撰),4900,王德固,題辭,男,None
707,112,冷吟仙舘詩稿﹕八卷﹐詩餘一卷﹐文存一卷(淸左錫嘉撰),4902,王家璧,題辭,男,None
722,112,冷吟仙舘詩稿﹕八卷﹐詩餘一卷﹐文存一卷(淸左錫嘉撰),4918,廣蔭,題辭,男,None
721,112,冷吟仙舘詩稿﹕八卷﹐詩餘一卷﹐文存一卷(淸左錫嘉撰),4917,秦煥,題辭,男,None
720,112,冷吟仙舘詩稿﹕八卷﹐詩餘一卷﹐文存一卷(淸左錫嘉撰),4916,鍾駿聲,題辭,男,None
719,112,冷吟仙舘詩稿﹕八卷﹐詩餘一卷﹐文存一卷(淸左錫嘉撰),4915,鄒增吉,題辭,男,None
718,112,冷吟仙舘詩稿﹕八卷﹐詩餘一卷﹐文存一卷(淸左錫嘉撰),4914,徐賢尊,題辭,男,None
717,112,冷吟仙舘詩稿﹕八卷﹐詩餘一卷﹐文存一卷(淸左錫嘉撰),4913,吳鴻懋,題辭,男,None
706,112,冷吟仙舘詩稿﹕八卷﹐詩餘一卷﹐文存一卷(淸左錫嘉撰),4901,趙韻卿,題辭,女,None
716,112,冷吟仙舘詩稿﹕八卷﹐詩餘一卷﹐文存一卷(淸左錫嘉撰),4912,殷兆鏞,題辭,男,None
714,112,冷吟仙舘詩稿﹕八卷﹐詩餘一卷﹐文存一卷(淸左錫嘉撰),4936,童棫,題辭,男,None
713,112,冷吟仙舘詩稿﹕八卷﹐詩餘一卷﹐文存一卷(淸左錫嘉撰),4910,查毓琛,題辭,男,None
712,112,冷吟仙舘詩稿﹕八卷﹐詩餘一卷﹐文存一卷(淸左錫嘉撰),4907,敖冊賢,題辭,男,None
711,112,冷吟仙舘詩稿﹕八卷﹐詩餘一卷﹐文存一卷(淸左錫嘉撰),4906,夏家鎬,題辭,男,None
710,112,冷吟仙舘詩稿﹕八卷﹐詩餘一卷﹐文存一卷(淸左錫嘉撰),4905,吳鎮,題辭,男,None
709,112,冷吟仙舘詩稿﹕八卷﹐詩餘一卷﹐文存一卷(淸左錫嘉撰),4904,孫欽昂,題辭,男,None
708,112,冷吟仙舘詩稿﹕八卷﹐詩餘一卷﹐文存一卷(淸左錫嘉撰),4903,景廉,題辭,男,None
715,112,冷吟仙舘詩稿﹕八卷﹐詩餘一卷﹐文存一卷(淸左錫嘉撰),4911,惲桂孫,題辭,男,None
610,113,名媛尺牘(清靜寄東軒輯),4783,靜寄東軒,编輯,男,None
81,113,名媛尺牘(清靜寄東軒輯),4784,陳韶,序作者,男,自序
604,118,"古歡室集:詩三卷,詞一卷,醫學篇二卷,女學篇一卷,中饋錄一卷(清曽懿撰)",4424,曾懿,主要作者,女,own
620,118,"古歡室集:詩三卷,詞一卷,醫學篇二卷,女學篇一卷,中饋錄一卷(清曽懿撰)",4669,嚴謙潤,題辭,男,None
613,118,"古歡室集:詩三卷,詞一卷,醫學篇二卷,女學篇一卷,中饋錄一卷(清曽懿撰)",3990,曾彥季,序作者,女,妹
614,118,"古歡室集:詩三卷,詞一卷,醫學篇二卷,女學篇一卷,中饋錄一卷(清曽懿撰)",4668,繆荃孫,序作者,男,None
615,118,"古歡室集:詩三卷,詞一卷,醫學篇二卷,女學篇一卷,中饋錄一卷(清曽懿撰)",247,屈蕙纕,序作者,女,None
612,118,"古歡室集:詩三卷,詞一卷,醫學篇二卷,女學篇一卷,中饋錄一卷(清曽懿撰)",4667,曾旭初,序作者,男,兄
616,118,"古歡室集:詩三卷,詞一卷,醫學篇二卷,女學篇一卷,中饋錄一卷(清曽懿撰)",4669,嚴謙潤,序作者,男,None
689,118,"古歡室集:詩三卷,詞一卷,醫學篇二卷,女學篇一卷,中饋錄一卷(清曽懿撰)",4809,吳慶坻,序作者,男,None
688,118,"古歡室集:詩三卷,詞一卷,醫學篇二卷,女學篇一卷,中饋錄一卷(清曽懿撰)",443,張百熙,序作者,男,None
687,118,"古歡室集:詩三卷,詞一卷,醫學篇二卷,女學篇一卷,中饋錄一卷(清曽懿撰)",4424,曾懿,序作者,女,自序
686,118,"古歡室集:詩三卷,詞一卷,醫學篇二卷,女學篇一卷,中饋錄一卷(清曽懿撰)",4841,端方,序作者,男,None
617,118,"古歡室集:詩三卷,詞一卷,醫學篇二卷,女學篇一卷,中饋錄一卷(清曽懿撰)",4670,易順鼎,題辭,男,None
619,118,"古歡室集:詩三卷,詞一卷,醫學篇二卷,女學篇一卷,中饋錄一卷(清曽懿撰)",4672,張仲炘,題辭,男,None
618,118,"古歡室集:詩三卷,詞一卷,醫學篇二卷,女學篇一卷,中饋錄一卷(清曽懿撰)",4671,秦際唐,題辭,男,None
751,120,名媛詩緯初編(清王端淑輯),685,王端淑,编輯,女,own
761,121,紫藤蘿吟館遺集﹕一卷(清章婉儀撰),5583,章婉儀,主要作者,女,own
769,121,紫藤蘿吟館遺集﹕一卷(清章婉儀撰),5587,顧家相,序作者,男,None
768,121,紫藤蘿吟館遺集﹕一卷(清章婉儀撰),5586,胡欽,序作者,男,None
779,122,願香室筆記(清王佩華撰),5793,汪學金,序作者,男,None
780,122,願香室筆記(清王佩華撰),5794,葉爾愷,序作者,男,None
765,122,願香室筆記(清王佩華撰),5585,王佩華,主要作者,女,own
1279,123,女學言行纂﹕三卷(清李晚芳撰),5636,李履中,序作者,男,suspicious
763,123,女學言行纂﹕三卷(清李晚芳撰),5584,李晚芳,主要作者,女,own
1327,123,女學言行纂﹕三卷(清李晚芳撰),5634,梁景璋,墓志詺作者,男,suspicious
1326,123,女學言行纂﹕三卷(清李晚芳撰),7155,梁煒,傳記作者,男,子
1325,123,女學言行纂﹕三卷(清李晚芳撰),7155,梁煒,序作者,男,子
1280,123,女學言行纂﹕三卷(清李晚芳撰),5584,李晚芳,序作者,女,自序
1287,123,女學言行纂﹕三卷(清李晚芳撰),5634,梁景璋,序作者,男,suspicious
767,124,職思齋學文稿﹕一卷(清徐葉昭撰),4125,徐葉昭,主要作者,女,own
2358,124,職思齋學文稿﹕一卷(清徐葉昭撰),4125,徐葉昭,序作者,女,自序
2743,125,雅安書屋文集﹕二卷(清汪嫈撰),5752,吳攀龍,題辭,男,None
2643,125,雅安書屋文集﹕二卷(清汪嫈撰),5653,盧澤,題辭,男,None
2728,125,雅安書屋文集﹕二卷(清汪嫈撰),5737,潘會瑩,題辭,男,None
2644,125,雅安書屋文集﹕二卷(清汪嫈撰),5654,蔡世松,題辭,男,None
2729,125,雅安書屋文集﹕二卷(清汪嫈撰),5738,潘會綬,題辭,男,None
2730,125,雅安書屋文集﹕二卷(清汪嫈撰),5739,汪覲光,題辭,男,suspicious
2731,125,雅安書屋文集﹕二卷(清汪嫈撰),5740,朱文翰,題辭,男,None
2732,125,雅安書屋文集﹕二卷(清汪嫈撰),5741,胡長庚,題辭,男,None
2733,125,雅安書屋文集﹕二卷(清汪嫈撰),5742,吳榕,題辭,男,None
2734,125,雅安書屋文集﹕二卷(清汪嫈撰),5743,徐璂,題辭,男,None
2742,125,雅安書屋文集﹕二卷(清汪嫈撰),5751,吳蘭樞,題辭,男,None
2735,125,雅安書屋文集﹕二卷(清汪嫈撰),5744,羅寶綬,題辭,男,None
2645,125,雅安書屋文集﹕二卷(清汪嫈撰),5655,俞誦芬,題辭,男,None
2646,125,雅安書屋文集﹕二卷(清汪嫈撰),5656,蔣立鏞,題辭,男,None
2748,125,雅安書屋文集﹕二卷(清汪嫈撰),5756,金念曾,輓詞作者,男,None
2747,125,雅安書屋文集﹕二卷(清汪嫈撰),5756,金念曾,題辭,男,None
2746,125,雅安書屋文集﹕二卷(清汪嫈撰),5755,朱鋐,題辭,男,None
2737,125,雅安書屋文集﹕二卷(清汪嫈撰),5746,曹庭樞,題辭,男,None
2738,125,雅安書屋文集﹕二卷(清汪嫈撰),5747,曹應鐘,題辭,男,None
2739,125,雅安書屋文集﹕二卷(清汪嫈撰),5748,曹彭洛,題辭,男,None
2745,125,雅安書屋文集﹕二卷(清汪嫈撰),5754,王僧保,題辭,男,None
2740,125,雅安書屋文集﹕二卷(清汪嫈撰),491,許寶善,題辭,男,None
2741,125,雅安書屋文集﹕二卷(清汪嫈撰),5750,許球,題辭,男,None
2642,125,雅安書屋文集﹕二卷(清汪嫈撰),5639,吳椿,題辭,男,None
2744,125,雅安書屋文集﹕二卷(清汪嫈撰),5753,項瑞,題辭,男,None
2736,125,雅安書屋文集﹕二卷(清汪嫈撰),5745,曹浩愈,題辭,男,None
2594,125,雅安書屋文集﹕二卷(清汪嫈撰),8212,汪詵,輓詞作者,男,suspicious
2638,125,雅安書屋文集﹕二卷(清汪嫈撰),5649,沈兆澐,題辭,男,None
2640,125,雅安書屋文集﹕二卷(清汪嫈撰),5651,李周南,題辭,男,None
2613,125,雅安書屋文集﹕二卷(清汪嫈撰),8224,潘元琮,輓詞作者,男,None
2612,125,雅安書屋文集﹕二卷(清汪嫈撰),8223,王茂蔭,輓詞作者,男,None
2611,125,雅安書屋文集﹕二卷(清汪嫈撰),8222,談素敦,輓詞作者,男,None
2610,125,雅安書屋文集﹕二卷(清汪嫈撰),8221,夏珩,輓詞作者,男,suspicious
2609,125,雅安書屋文集﹕二卷(清汪嫈撰),8220,程昇,輓詞作者,男,suspicious
2608,125,雅安書屋文集﹕二卷(清汪嫈撰),8219,程晸,輓詞作者,男,suspicious
2607,125,雅安書屋文集﹕二卷(清汪嫈撰),5650,蔡賡颺,輓詞作者,男,None
2606,125,雅安書屋文集﹕二卷(清汪嫈撰),4035,徐淑,輓詞作者,女,None
2605,125,雅安書屋文集﹕二卷(清汪嫈撰),214,方彥珍,輓詞作者,女,None
2614,125,雅安書屋文集﹕二卷(清汪嫈撰),8225,巴富齡,輓詞作者,男,None
2604,125,雅安書屋文集﹕二卷(清汪嫈撰),8218,汪雲鶴,輓詞作者,男,suspicious
2602,125,雅安書屋文集﹕二卷(清汪嫈撰),8204,鮑蘂珠,輓詞作者,女,None
2601,125,雅安書屋文集﹕二卷(清汪嫈撰),8203,孫德威,輓詞作者,男,None
2593,125,雅安書屋文集﹕二卷(清汪嫈撰),8211,亢文鼎,輓詞作者,男,None
2600,125,雅安書屋文集﹕二卷(清汪嫈撰),8217,錢文份,輓詞作者,男,None
2599,125,雅安書屋文集﹕二卷(清汪嫈撰),8202,錢國珍,輓詞作者,男,None
2598,125,雅安書屋文集﹕二卷(清汪嫈撰),8216,潘寶琛,輓詞作者,男,None
2597,125,雅安書屋文集﹕二卷(清汪嫈撰),8215,汝明,輓詞作者,男,None
2596,125,雅安書屋文集﹕二卷(清汪嫈撰),8214,夏問元,輓詞作者,男,suspicious
2595,125,雅安書屋文集﹕二卷(清汪嫈撰),8213,汪昌福,輓詞作者,男,suspicious
2603,125,雅安書屋文集﹕二卷(清汪嫈撰),5637,江月娥,輓詞作者,女,None
2615,125,雅安書屋文集﹕二卷(清汪嫈撰),8227,王清選,輓詞作者,男,None
2616,125,雅安書屋文集﹕二卷(清汪嫈撰),8228,劉保泰,輓詞作者,男,None
2617,125,雅安書屋文集﹕二卷(清汪嫈撰),8229,鮑恩祺,輓詞作者,男,None
2639,125,雅安書屋文集﹕二卷(清汪嫈撰),5650,蔡賡颺,題辭,男,None
2637,125,雅安書屋文集﹕二卷(清汪嫈撰),5648,范仕義,題辭,男,None
2636,125,雅安書屋文集﹕二卷(清汪嫈撰),8239,伍家榕,題辭,男,None
2635,125,雅安書屋文集﹕二卷(清汪嫈撰),5647,賀雲舉,題辭,男,None
2634,125,雅安書屋文集﹕二卷(清汪嫈撰),5646,黃爵滋,題辭,男,suspicious
2633,125,雅安書屋文集﹕二卷(清汪嫈撰),5645,鐘昌,題辭,男,None
2632,125,雅安書屋文集﹕二卷(清汪嫈撰),5644,顧蒓,題辭,男,None
2631,125,雅安書屋文集﹕二卷(清汪嫈撰),5643,熊方受,題辭,男,None
2630,125,雅安書屋文集﹕二卷(清汪嫈撰),5642,桂超萬,其他作者,男,None
2629,125,雅安書屋文集﹕二卷(清汪嫈撰),4578,阮元,其他作者,男,None
2628,125,雅安書屋文集﹕二卷(清汪嫈撰),4842,包世臣,其他作者,男,None
2627,125,雅安書屋文集﹕二卷(清汪嫈撰),8238,黃鐘,輓詞作者,男,suspicious
2626,125,雅安書屋文集﹕二卷(清汪嫈撰),8237,談金典,輓詞作者,男,None
2625,125,雅安書屋文集﹕二卷(清汪嫈撰),8236,汪南金,輓詞作者,男,suspicious
2624,125,雅安書屋文集﹕二卷(清汪嫈撰),8235,洪承埏,輓詞作者,男,None
2623,125,雅安書屋文集﹕二卷(清汪嫈撰),8234,洪良謩,輓詞作者,男,None
2622,125,雅安書屋文集﹕二卷(清汪嫈撰),8233,夏有齡,輓詞作者,男,suspicious
2621,125,雅安書屋文集﹕二卷(清汪嫈撰),8232,江健,輓詞作者,男,None
2620,125,雅安書屋文集﹕二卷(清汪嫈撰),5846,金蘭,輓詞作者,女,None
2619,125,雅安書屋文集﹕二卷(清汪嫈撰),8231,金丙恩,輓詞作者,男,None
2618,125,雅安書屋文集﹕二卷(清汪嫈撰),8230,鮑維坦,輓詞作者,男,None
2641,125,雅安書屋文集﹕二卷(清汪嫈撰),5652,曹振鏞,題辭,男,None
2727,125,雅安書屋文集﹕二卷(清汪嫈撰),5736,吳文鎔,題辭,男,None
2660,125,雅安書屋文集﹕二卷(清汪嫈撰),5670,張肇辰,題辭,男,None
2725,125,雅安書屋文集﹕二卷(清汪嫈撰),5735,梅植之,題辭,男,None
2671,125,雅安書屋文集﹕二卷(清汪嫈撰),5681,鮑鍾勲,題辭,男,None
2672,125,雅安書屋文集﹕二卷(清汪嫈撰),5682,張安保,題辭,男,None
2673,125,雅安書屋文集﹕二卷(清汪嫈撰),5683,汪廷儒,題辭,男,suspicious
2674,125,雅安書屋文集﹕二卷(清汪嫈撰),5684,方允鐶,題辭,男,None
2675,125,雅安書屋文集﹕二卷(清汪嫈撰),5685,唐煦,題辭,男,None
2676,125,雅安書屋文集﹕二卷(清汪嫈撰),5686,德增,題辭,男,None
2677,125,雅安書屋文集﹕二卷(清汪嫈撰),5687,家督,題辭,男,None
2670,125,雅安書屋文集﹕二卷(清汪嫈撰),5680,鮑文淳,題辭,男,None
2678,125,雅安書屋文集﹕二卷(清汪嫈撰),5688,川佑,題辭,男,None
2680,125,雅安書屋文集﹕二卷(清汪嫈撰),5690,震佑,題辭,男,None
2681,125,雅安書屋文集﹕二卷(清汪嫈撰),5691,與輪,題辭,男,None
2682,125,雅安書屋文集﹕二卷(清汪嫈撰),5692,國賢,題辭,男,None
2683,125,雅安書屋文集﹕二卷(清汪嫈撰),5693,麟慶,題辭,男,None
2684,125,雅安書屋文集﹕二卷(清汪嫈撰),5694,豫益,題辭,男,None
2685,125,雅安書屋文集﹕二卷(清汪嫈撰),5695,陳鑾,題辭,男,None
2686,125,雅安書屋文集﹕二卷(清汪嫈撰),5696,許乃晉,題辭,男,None
2679,125,雅安書屋文集﹕二卷(清汪嫈撰),5689,恩澤,題辭,男,None
2687,125,雅安書屋文集﹕二卷(清汪嫈撰),5697,俞德淵,題辭,男,None
2669,125,雅安書屋文集﹕二卷(清汪嫈撰),5679,金日瑩,題辭,男,None
2667,125,雅安書屋文集﹕二卷(清汪嫈撰),5677,宋紹仁,題辭,男,None
2651,125,雅安書屋文集﹕二卷(清汪嫈撰),5661,博迪蘇,題辭,男,None
2652,125,雅安書屋文集﹕二卷(清汪嫈撰),5662,汪鳴相,題辭,男,suspicious
2653,125,雅安書屋文集﹕二卷(清汪嫈撰),5663,許槤,題辭,男,None
2654,125,雅安書屋文集﹕二卷(清汪嫈撰),5664,干廷煚,題辭,男,None
2655,125,雅安書屋文集﹕二卷(清汪嫈撰),5665,潘德輿,題辭,男,None
2656,125,雅安書屋文集﹕二卷(清汪嫈撰),5666,溫子巽,題辭,男,None
2657,125,雅安書屋文集﹕二卷(清汪嫈撰),5667,安詩,題辭,男,None
2668,125,雅安書屋文集﹕二卷(清汪嫈撰),5678,黃承吉,題辭,男,表叔伯
2658,125,雅安書屋文集﹕二卷(清汪嫈撰),5668,曹楙堅,題辭,男,None
2592,125,雅安書屋文集﹕二卷(清汪嫈撰),8201,汪承元,輓詞作者,男,suspicious
2661,125,雅安書屋文集﹕二卷(清汪嫈撰),5671,陳崑玉,題辭,男,None
2662,125,雅安書屋文集﹕二卷(清汪嫈撰),5672,姚光發,題辭,男,None
2663,125,雅安書屋文集﹕二卷(清汪嫈撰),5673,李振鈞,題辭,男,None
2664,125,雅安書屋文集﹕二卷(清汪嫈撰),5674,李國祀,題辭,男,None
2665,125,雅安書屋文集﹕二卷(清汪嫈撰),5675,李文瀚,題辭,男,None
2666,125,雅安書屋文集﹕二卷(清汪嫈撰),5676,胡正仁,題辭,男,None
2659,125,雅安書屋文集﹕二卷(清汪嫈撰),5669,吳家洤,題辭,男,None
2726,125,雅安書屋文集﹕二卷(清汪嫈撰),5638,王翼鳳,題辭,男,None
2648,125,雅安書屋文集﹕二卷(清汪嫈撰),5658,李恩繼,題辭,男,None
2688,125,雅安書屋文集﹕二卷(清汪嫈撰),5698,邵甲名,題辭,男,None
2709,125,雅安書屋文集﹕二卷(清汪嫈撰),5719,金鑒欣,題辭,男,None
2710,125,雅安書屋文集﹕二卷(清汪嫈撰),5720,徐啟山,題辭,男,None
2711,125,雅安書屋文集﹕二卷(清汪嫈撰),5721,江開,題辭,男,None
2712,125,雅安書屋文集﹕二卷(清汪嫈撰),5722,馬壽齡,題辭,男,None
2713,125,雅安書屋文集﹕二卷(清汪嫈撰),5723,卞士雲,題辭,男,None
2714,125,雅安書屋文集﹕二卷(清汪嫈撰),5724,汪全泰,題辭,男,suspicious
2715,125,雅安書屋文集﹕二卷(清汪嫈撰),5725,王桂,題辭,男,None
2708,125,雅安書屋文集﹕二卷(清汪嫈撰),5718,姚柬之,題辭,男,None
2716,125,雅安書屋文集﹕二卷(清汪嫈撰),5726,張集馨,題辭,男,None
2718,125,雅安書屋文集﹕二卷(清汪嫈撰),5728,汪汝成,題辭,男,suspicious
2719,125,雅安書屋文集﹕二卷(清汪嫈撰),5729,黃德基,題辭,男,suspicious
2720,125,雅安書屋文集﹕二卷(清汪嫈撰),5730,汪銓,題辭,男,suspicious
2721,125,雅安書屋文集﹕二卷(清汪嫈撰),5731,包國璋,題辭,男,None
2722,125,雅安書屋文集﹕二卷(清汪嫈撰),5732,鄧立誠,題辭,男,None
2723,125,雅安書屋文集﹕二卷(清汪嫈撰),5733,吳仕榛,題辭,男,None
2724,125,雅安書屋文集﹕二卷(清汪嫈撰),5734,范凌,題辭,男,None
2717,125,雅安書屋文集﹕二卷(清汪嫈撰),5727,厲同勲,題辭,男,None
2647,125,雅安書屋文集﹕二卷(清汪嫈撰),5657,蔣元溥,題辭,男,None
2707,125,雅安書屋文集﹕二卷(清汪嫈撰),5717,潘錫恩,題辭,男,None
2705,125,雅安書屋文集﹕二卷(清汪嫈撰),5715,王宗誠,題辭,男,None
2689,125,雅安書屋文集﹕二卷(清汪嫈撰),5699,但明倫,題辭,男,None
2690,125,雅安書屋文集﹕二卷(清汪嫈撰),5701,李璋煜,題辭,男,None
2691,125,雅安書屋文集﹕二卷(清汪嫈撰),5700,徐培森,題辭,男,None
2692,125,雅安書屋文集﹕二卷(清汪嫈撰),5702,金鼎壽,題辭,男,None
2693,125,雅安書屋文集﹕二卷(清汪嫈撰),5703,辛師雲,題辭,男,None
2694,125,雅安書屋文集﹕二卷(清汪嫈撰),5704,胡增瑞,題辭,男,None
2695,125,雅安書屋文集﹕二卷(清汪嫈撰),5705,喻增高,題辭,男,None
2706,125,雅安書屋文集﹕二卷(清汪嫈撰),5716,李宗傳,題辭,男,None
2696,125,雅安書屋文集﹕二卷(清汪嫈撰),5706,李孚忠,題辭,男,None
2698,125,雅安書屋文集﹕二卷(清汪嫈撰),5708,何紹基,題辭,男,None
2699,125,雅安書屋文集﹕二卷(清汪嫈撰),5709,張穆,題辭,男,None
2700,125,雅安書屋文集﹕二卷(清汪嫈撰),5710,伍長華,題辭,男,None
2701,125,雅安書屋文集﹕二卷(清汪嫈撰),4877,侯雲松,題辭,男,None
2702,125,雅安書屋文集﹕二卷(清汪嫈撰),5712,馬沅,題辭,男,None
2703,125,雅安書屋文集﹕二卷(清汪嫈撰),5713,朱綬,題辭,男,None
2704,125,雅安書屋文集﹕二卷(清汪嫈撰),5714,吳鐘慶,題辭,男,None
2697,125,雅安書屋文集﹕二卷(清汪嫈撰),5707,黃釗,題辭,男,suspicious
2591,125,雅安書屋文集﹕二卷(清汪嫈撰),8210,汪湛恩,輓詞作者,男,suspicious
2649,125,雅安書屋文集﹕二卷(清汪嫈撰),5659,溫肇江,題辭,男,None
2589,125,雅安書屋文集﹕二卷(清汪嫈撰),8209,谷汝霖,輓詞作者,男,None
766,125,雅安書屋文集﹕二卷(清汪嫈撰),4036,汪嫈,主要作者,女,own
