"",workID,TitleHZ,poetID,NameHZ,role,Sex,relation
1545,253,學靜軒遺詩:一卷(清孔淑成撰),212,朱璵,題辭,女,None
1544,253,學靜軒遺詩:一卷(清孔淑成撰),7355,孫蘭祥,題辭,男,None
1543,253,學靜軒遺詩:一卷(清孔淑成撰),3639,葉俊傑,題辭,女,None
1546,253,學靜軒遺詩:一卷(清孔淑成撰),3642,徐比玉,題辭,女,None
2531,254,榕風樓詩存:二卷(清楊渼皋撰),7290,梁恭辰,序作者,男,丈夫
903,254,榕風樓詩存:二卷(清楊渼皋撰),2639,楊渼皋,主要作者,女,own
2530,254,榕風樓詩存:二卷(清楊渼皋撰),275,梁章鉅,序作者,男,suspicious
904,255,留香集:二卷(清張倩撰),6486,張倩,主要作者,女,own
1626,255,留香集:二卷(清張倩撰),7356,牧樵,傳記作者,男,None
1627,255,留香集:二卷(清張倩撰),7292,丁作賓,輓詞作者,男,None
1628,255,留香集:二卷(清張倩撰),7293,焦杰,其他作者,男,None
1629,255,留香集:二卷(清張倩撰),7521,文琴,其他作者,女,None
1630,255,留香集:二卷(清張倩撰),7294,李白華,跋作者,女,None
1625,255,留香集:二卷(清張倩撰),7292,丁作賓,序作者,男,None
1052,256,廋春仙館詩賸:一卷(清魯蘭仙撰),6599,王欽霖,序作者,男,None
1054,256,廋春仙館詩賸:一卷(清魯蘭仙撰),6606,魯楨,跋作者,男,None
905,256,廋春仙館詩賸:一卷(清魯蘭仙撰),6487,魯蘭僊,主要作者,女,own
1053,256,廋春仙館詩賸:一卷(清魯蘭仙撰),6600,聞溥,序作者,男,None
1051,256,廋春仙館詩賸:一卷(清魯蘭仙撰),6601,魯一同,傳記作者,男,None
906,257,紅香窠小草:二卷(清何珮珠撰),1564,何佩珠,主要作者,女,own
1950,257,紅香窠小草:二卷(清何珮珠撰),118,何佩玉,題辭,女,姊
1055,257,紅香窠小草:二卷(清何珮珠撰),6719,陳鏡秋,題辭,女,None
1057,257,紅香窠小草:二卷(清何珮珠撰),6721,杜守恩,題辭,男,None
1058,258,茝香閣詩鈔:二卷(清詹瑞芝撰),6733,楊季鸞,序作者,男,None
1059,258,茝香閣詩鈔:二卷(清詹瑞芝撰),6734,呂子班,序作者,男,None
907,258,茝香閣詩鈔:二卷(清詹瑞芝撰),3994,詹瑞芝,主要作者,女,own
1063,259,"浣餘集詩鈔:一卷,浣餘集詞鈔:一卷(清周佩蓀撰)",6768,葉爾安,題辭,男,None
1060,259,"浣餘集詩鈔:一卷,浣餘集詞鈔:一卷(清周佩蓀撰)",6769,秦賡彤,傳記作者,男,None
1061,259,"浣餘集詩鈔:一卷,浣餘集詞鈔:一卷(清周佩蓀撰)",6766,蔣大鏞,序作者,男,None
912,259,"浣餘集詩鈔:一卷,浣餘集詞鈔:一卷(清周佩蓀撰)",6488,周佩蓀,主要作者,女,own
1062,259,"浣餘集詩鈔:一卷,浣餘集詞鈔:一卷(清周佩蓀撰)",6767,周福均,序作者,男,None
2512,262,鄰雲友月之居詩初稿:四卷(清張紈英撰),4867,孫曾頤,題辭,男,None
2513,262,鄰雲友月之居詩初稿:四卷(清張紈英撰),7166,方蔭華,題辭,女,None
2511,262,鄰雲友月之居詩初稿:四卷(清張紈英撰),7165,郭種德,題辭,男,None
2510,262,鄰雲友月之居詩初稿:四卷(清張紈英撰),7164,宋翔凰,題辭,男,None
2509,262,鄰雲友月之居詩初稿:四卷(清張紈英撰),6799,謝有蘭,題辭,男,None
2514,262,鄰雲友月之居詩初稿:四卷(清張紈英撰),4636,張曜孫,題辭,男,弟
2506,262,鄰雲友月之居詩初稿:四卷(清張紈英撰),6798,章岳鎮,序作者,男,None
2503,262,鄰雲友月之居詩初稿:四卷(清張紈英撰),4636,張曜孫,序作者,男,弟
2504,262,鄰雲友月之居詩初稿:四卷(清張紈英撰),6320,莊煜,序作者,男,None
2505,262,鄰雲友月之居詩初稿:四卷(清張紈英撰),7163,王柏心,序作者,男,suspicious
2517,262,鄰雲友月之居詩初稿:四卷(清張紈英撰),5936,王采蘋,作者,女,suspicious
2508,262,鄰雲友月之居詩初稿:四卷(清張紈英撰),7163,王柏心,題辭,男,suspicious
3364,262,鄰雲友月之居詩初稿:四卷(清張紈英撰),3604,王采蘩,作者,女,suspicious
2516,262,鄰雲友月之居詩初稿:四卷(清張紈英撰),4636,張曜孫,作者,男,弟
908,262,鄰雲友月之居詩初稿:四卷(清張紈英撰),1919,張紈英,主要作者,女,own
2515,262,鄰雲友月之居詩初稿:四卷(清張紈英撰),4851,王曦,作者,男,丈夫
2507,262,鄰雲友月之居詩初稿:四卷(清張紈英撰),4816,周儀暐,題辭,男,None
1080,263,小蓮花室遺稿:二卷(清朱璵撰),3648,施綺,題辭,女,None
909,263,小蓮花室遺稿:二卷(清朱璵撰),212,朱璵,主要作者,女,own
1079,263,小蓮花室遺稿:二卷(清朱璵撰),6787,朱辰煦,題辭,男,兄
1078,263,小蓮花室遺稿:二卷(清朱璵撰),4858,王大堉,題辭,男,None
1076,263,小蓮花室遺稿:二卷(清朱璵撰),3639,葉俊傑,序作者,女,None
1077,263,小蓮花室遺稿:二卷(清朱璵撰),6745,孔憲恭,跋作者,男,suspicious
910,264,"珠來閣遺稿:一卷(清朱萼增撰),哀弦集:一卷(清徐錫第撰）",6489,朱萼增,主要作者,女,own
1086,264,"珠來閣遺稿:一卷(清朱萼增撰),哀弦集:一卷(清徐錫第撰）",925,陳筠湘,題辭,女,None
1081,264,"珠來閣遺稿:一卷(清朱萼增撰),哀弦集:一卷(清徐錫第撰）",6582,徐錫第,傳記作者,男,None
1082,264,"珠來閣遺稿:一卷(清朱萼增撰),哀弦集:一卷(清徐錫第撰）",6573,董國華,傳記作者,男,None
1083,264,"珠來閣遺稿:一卷(清朱萼增撰),哀弦集:一卷(清徐錫第撰）",6583,仲湘,輓詞作者,男,None
1084,264,"珠來閣遺稿:一卷(清朱萼增撰),哀弦集:一卷(清徐錫第撰）",6584,朱庭照,輓詞作者,男,None
1091,264,"珠來閣遺稿:一卷(清朱萼增撰),哀弦集:一卷(清徐錫第撰）",4058,高鳳閣,題辭,女,None
1090,264,"珠來閣遺稿:一卷(清朱萼增撰),哀弦集:一卷(清徐錫第撰）",6585,汪玢,題辭,女,None
1089,264,"珠來閣遺稿:一卷(清朱萼增撰),哀弦集:一卷(清徐錫第撰）",6714,王靜卿,題辭,女,None
1088,264,"珠來閣遺稿:一卷(清朱萼增撰),哀弦集:一卷(清徐錫第撰）",167,歸懋儀,題辭,女,None
1087,264,"珠來閣遺稿:一卷(清朱萼增撰),哀弦集:一卷(清徐錫第撰）",124,高篃,題辭,女,None
1085,264,"珠來閣遺稿:一卷(清朱萼增撰),哀弦集:一卷(清徐錫第撰）",4445,郭麐,序作者,男,None
1095,265,古香閣吟草:一卷(清陳氏撰),6593,孫家穀,跋作者,男,None
1094,265,古香閣吟草:一卷(清陳氏撰),6605,陳鍾藻,序作者,男,None
1093,265,古香閣吟草:一卷(清陳氏撰),6592,王珊森,序作者,男,None
1092,265,古香閣吟草:一卷(清陳氏撰),6591,陳俊千,題辭,男,None
1119,265,古香閣吟草:一卷(清陳氏撰),6490,陳氏(孫樹南妻),主要作者,女,own
911,266,凝香閣詩鈔:一卷(清黃芝臺撰),5937,黃芝臺,主要作者,女,own
1102,266,凝香閣詩鈔:一卷(清黃芝臺撰),6670,馮彰美,題辭,男,None
1096,266,凝香閣詩鈔:一卷(清黃芝臺撰),6586,伍有庸,序作者,男,None
1097,266,凝香閣詩鈔:一卷(清黃芝臺撰),6587,羅天池,序作者,男,None
1098,266,凝香閣詩鈔:一卷(清黃芝臺撰),6588,何朝昌,序作者,男,None
1099,266,凝香閣詩鈔:一卷(清黃芝臺撰),6589,關培鈞,題辭,男,None
1100,266,凝香閣詩鈔:一卷(清黃芝臺撰),6668,李錦芳,題辭,男,None
1101,266,凝香閣詩鈔:一卷(清黃芝臺撰),6669,李周京,題辭,男,None
1103,266,凝香閣詩鈔:一卷(清黃芝臺撰),6671,馮其逢,題辭,男,None
913,267,芸香閣詩稿續集:一卷(清聶雲章撰),6736,聶雲章,主要作者,女,own
3325,268,都梁香閣詩詞集:一卷(清鄭蘭孫撰),5807,許禧身,題辭,女,None
914,268,都梁香閣詩詞集:一卷(清鄭蘭孫撰),12,鄭蘭孫,主要作者,女,own
1105,268,都梁香閣詩詞集:一卷(清鄭蘭孫撰),308,俞樾,序作者,男,None
3324,268,都梁香閣詩詞集:一卷(清鄭蘭孫撰),3567,許延礽,題辭,女,None
3321,268,都梁香閣詩詞集:一卷(清鄭蘭孫撰),6788,陳夔龍,題辭,男,None
3323,268,都梁香閣詩詞集:一卷(清鄭蘭孫撰),6790,吳士鑑,題辭,男,None
3322,268,都梁香閣詩詞集:一卷(清鄭蘭孫撰),6789,吳重熹,題辭,男,None
1106,268,都梁香閣詩詞集:一卷(清鄭蘭孫撰),383,徐琪,跋作者,男,子
3320,268,都梁香閣詩詞集:一卷(清鄭蘭孫撰),7510,愛新覺羅 奕訢,題辭,男,None
1104,269,職思居姑存草:一卷(清吳蘭澤撰),4839,莊受祺,序作者,男,None
1120,269,職思居姑存草:一卷(清吳蘭澤撰),6737,吳蘭澤,主要作者,女,own
2499,270,灌香草堂詩初稿:一卷(清吳蘭畹撰),6833,崔迺翬,題辭,男,None
2500,270,灌香草堂詩初稿:一卷(清吳蘭畹撰),6862,湯有仁,題辭,男,None
2501,270,灌香草堂詩初稿:一卷(清吳蘭畹撰),6863,吳蘭頤,題辭,男,suspicious
2493,270,灌香草堂詩初稿:一卷(清吳蘭畹撰),6816,潘家鈺,題辭,男,None
915,270,灌香草堂詩初稿:一卷(清吳蘭畹撰),3741,吳蘭畹,主要作者,女,own
2498,270,灌香草堂詩初稿:一卷(清吳蘭畹撰),6831,徐家傑,題辭,男,None
2496,270,灌香草堂詩初稿:一卷(清吳蘭畹撰),6828,謝學元,題辭,男,None
2495,270,灌香草堂詩初稿:一卷(清吳蘭畹撰),6817,張光藻,題辭,男,suspicious
2494,270,灌香草堂詩初稿:一卷(清吳蘭畹撰),6873,崔嘉澍,題辭,男,None
2502,270,灌香草堂詩初稿:一卷(清吳蘭畹撰),6834,任之駿,作者,男,suspicious
2492,270,灌香草堂詩初稿:一卷(清吳蘭畹撰),6871,朱鍔,題辭,男,None
2488,270,灌香草堂詩初稿:一卷(清吳蘭畹撰),6851,熊文瀚,題辭,男,None
2490,270,灌香草堂詩初稿:一卷(清吳蘭畹撰),6869,莫均,題辭,男,None
2483,270,灌香草堂詩初稿:一卷(清吳蘭畹撰),4636,張曜孫,序作者,男,suspicious
2484,270,灌香草堂詩初稿:一卷(清吳蘭畹撰),6806,徐宗襄,序作者,男,None
2340,270,灌香草堂詩初稿:一卷(清吳蘭畹撰),6805,熊文烺,序作者,男,None
2491,270,灌香草堂詩初稿:一卷(清吳蘭畹撰),6870,鄭宗岱,題辭,男,None
2497,270,灌香草堂詩初稿:一卷(清吳蘭畹撰),6830,游觀第,題辭,男,None
2489,270,灌香草堂詩初稿:一卷(清吳蘭畹撰),6867,孔憲勲,題辭,男,None
2487,270,灌香草堂詩初稿:一卷(清吳蘭畹撰),6850,蘇性敬,序作者,男,None
2485,270,灌香草堂詩初稿:一卷(清吳蘭畹撰),6815,周家楣,序作者,男,None
2486,270,灌香草堂詩初稿:一卷(清吳蘭畹撰),4572,陳元祿,序作者,男,None
2338,271,倩影樓詩稿:一卷;倩影樓詞稿:一卷(清陸蒨撰),183,趙我佩,題辭,女,None
2346,271,倩影樓詩稿:一卷;倩影樓詞稿:一卷(清陸蒨撰),425,金繩武,跋作者,男,None
2345,271,倩影樓詩稿:一卷;倩影樓詞稿:一卷(清陸蒨撰),7091,洪本燿,跋作者,男,None
2344,271,倩影樓詩稿:一卷;倩影樓詞稿:一卷(清陸蒨撰),7090,洪瑞文,題辭,男,None
2343,271,倩影樓詩稿:一卷;倩影樓詞稿:一卷(清陸蒨撰),7089,吳鴻勛,題辭,男,None
2341,271,倩影樓詩稿:一卷;倩影樓詞稿:一卷(清陸蒨撰),6984,康發祥,題辭,男,None
2329,271,倩影樓詩稿:一卷;倩影樓詞稿:一卷(清陸蒨撰),418,魏謙升,序作者,男,None
2330,271,倩影樓詩稿:一卷;倩影樓詞稿:一卷(清陸蒨撰),6845,程曾洛,序作者,男,None
2331,271,倩影樓詩稿:一卷;倩影樓詞稿:一卷(清陸蒨撰),6846,程秉釗,序作者,男,None
2333,271,倩影樓詩稿:一卷;倩影樓詞稿:一卷(清陸蒨撰),3797,張應昌,題辭,男,None
2334,271,倩影樓詩稿:一卷;倩影樓詞稿:一卷(清陸蒨撰),6847,盧朝棟,題辭,男,None
2335,271,倩影樓詩稿:一卷;倩影樓詞稿:一卷(清陸蒨撰),3799,楊錦雯,題辭,男,None
2336,271,倩影樓詩稿:一卷;倩影樓詞稿:一卷(清陸蒨撰),425,金繩武,題辭,男,None
2337,271,倩影樓詩稿:一卷;倩影樓詞稿:一卷(清陸蒨撰),199,吳藻,題辭,女,None
2339,271,倩影樓詩稿:一卷;倩影樓詞稿:一卷(清陸蒨撰),6848,徐德惠,題辭,女,None
2332,271,倩影樓詩稿:一卷;倩影樓詞稿:一卷(清陸蒨撰),6849,方紀堂,序作者,男,None
2342,271,倩影樓詩稿:一卷;倩影樓詞稿:一卷(清陸蒨撰),7088,袁錦,題辭,男,None
916,271,倩影樓詩稿:一卷;倩影樓詞稿:一卷(清陸蒨撰),197,陸蒨,主要作者,女,own
1499,272,寫韻樓詩鈔:一卷(清王瑤芬撰),6807,陸以湉,序作者,男,None
917,272,寫韻樓詩鈔:一卷(清王瑤芬撰),5808,王瑤芬,主要作者,女,own
2519,273,飲香閣詩鈔:一卷(清董寶鴻撰),8187,劉澍,序作者,男,None
918,273,飲香閣詩鈔:一卷(清董寶鴻撰),6738,董寶鴻,主要作者,女,own
2529,273,飲香閣詩鈔:一卷(清董寶鴻撰),6900,儲蔭溪,題辭,男,None
2528,273,飲香閣詩鈔:一卷(清董寶鴻撰),6899,儲錦江,題辭,男,None
2527,273,飲香閣詩鈔:一卷(清董寶鴻撰),6898,董熙齋,題辭,男,None
2518,273,飲香閣詩鈔:一卷(清董寶鴻撰),8186,鄧嘉禾,其他作者,男,None
2525,273,飲香閣詩鈔:一卷(清董寶鴻撰),6896,康昱,題辭,男,None
2524,273,飲香閣詩鈔:一卷(清董寶鴻撰),6804,蔣寶素,題辭,男,None
2523,273,飲香閣詩鈔:一卷(清董寶鴻撰),6894,李香樹,題辭,男,None
2522,273,飲香閣詩鈔:一卷(清董寶鴻撰),6893,胡月翰,題辭,男,None
2521,273,飲香閣詩鈔:一卷(清董寶鴻撰),6892,李效郢,題辭,男,None
2520,273,飲香閣詩鈔:一卷(清董寶鴻撰),8187,劉澍,其他作者,男,None
2526,273,飲香閣詩鈔:一卷(清董寶鴻撰),6897,李賡唐,題辭,男,None
919,274,焦尾閣遺稁:一卷(清盧德儀撰),3923,盧德儀,主要作者,女,own
1117,274,焦尾閣遺稁:一卷(清盧德儀撰),6760,王彥威,傳記作者,男,子
1116,274,焦尾閣遺稁:一卷(清盧德儀撰),6750,張文虎,傳記作者,男,None
1075,275,漱芳亭詩草:一卷(清袁氏撰),6780,谷涵榮,跋作者,男,None
1074,275,漱芳亭詩草:一卷(清袁氏撰),6776,孫爾熾,序作者,男,None
1073,275,漱芳亭詩草:一卷(清袁氏撰),6778,許以保,題辭,男,None
1071,275,漱芳亭詩草:一卷(清袁氏撰),6774,邊瀹慈,跋作者,男,None
1070,275,漱芳亭詩草:一卷(清袁氏撰),6773,陸襄鉞,題辭,男,None
1072,275,漱芳亭詩草:一卷(清袁氏撰),6775,曹星煥,跋作者,男,None
920,275,漱芳亭詩草:一卷(清袁氏撰),6739,袁氏(谷暄妻),主要作者,女,own
1069,275,漱芳亭詩草:一卷(清袁氏撰),6771,喬松年,序作者,男,None
1066,276,啟秀軒詩鈔:二卷(清劉之萊撰),6777,朱寯瀛,跋作者,男,None
1065,276,啟秀軒詩鈔:二卷(清劉之萊撰),6782,朱秉璋,傳記作者,男,None
1064,276,啟秀軒詩鈔:二卷(清劉之萊撰),5649,沈兆澐,序作者,男,None
921,276,啟秀軒詩鈔:二卷(清劉之萊撰),4222,劉之萊,主要作者,女,own
1205,277,三省樓剩稿:一卷(清張婉撰),6927,王祖畬,跋作者,男,None
1206,277,三省樓剩稿:一卷(清張婉撰),5786,徐敦穆,跋作者,男,None
1207,277,三省樓剩稿:一卷(清張婉撰),6928,唐文治,跋作者,男,None
1121,277,三省樓剩稿:一卷(清張婉撰),6808,張婉,主要作者,女,own
1552,278,繭窩遺詩:三卷(清張印撰),7046,李景驤,題辭,男,None
1551,278,繭窩遺詩:三卷(清張印撰),4535,劉崧英,題辭,男,None
1550,278,繭窩遺詩:三卷(清張印撰),7045,鄭淑璋,題辭,男,None
1549,278,繭窩遺詩:三卷(清張印撰),7044,葉大琛,題辭,男,None
1548,278,繭窩遺詩:三卷(清張印撰),7043,林蒼,題辭,男,None
1555,278,繭窩遺詩:三卷(清張印撰),6058,林壽圖,附記作者,男,None
1556,278,繭窩遺詩:三卷(清張印撰),7340,周誠孚,傳記作者,男,None
1557,278,繭窩遺詩:三卷(清張印撰),7341,林師尚,傳記作者,男,None
1554,278,繭窩遺詩:三卷(清張印撰),7047,林孝穎,題辭,男,None
1553,278,繭窩遺詩:三卷(清張印撰),7339,翁福成,題辭,男,None
1122,278,繭窩遺詩:三卷(清張印撰),6809,張印,主要作者,女,own
1204,278,繭窩遺詩:三卷(清張印撰),7048,林昌虞,跋作者,男,None
1203,278,繭窩遺詩:三卷(清張印撰),6948,何振岱,序作者,男,None
1212,279,含芳館詩草:一卷(清嚴澂華撰),6827,嚴澂華,主要作者,女,own
1208,279,含芳館詩草:一卷(清嚴澂華撰),398,嚴辰,傳記作者,男,None
1215,280,倚紅樓詩草:一卷(清潘淑正撰),6962,胡道南,序作者,男,None
1216,280,倚紅樓詩草:一卷(清潘淑正撰),6995,潘斌,跋作者,男,None
1214,280,倚紅樓詩草:一卷(清潘淑正撰),6954,孫德祖,序作者,男,None
1213,280,倚紅樓詩草:一卷(清潘淑正撰),6963,邊保樞,序作者,男,None
1211,280,倚紅樓詩草:一卷(清潘淑正撰),6961,鮑臨,序作者,男,None
1209,280,倚紅樓詩草:一卷(清潘淑正撰),308,俞樾,序作者,男,None
1210,280,倚紅樓詩草:一卷(清潘淑正撰),6960,沈寶森,序作者,男,None
1123,280,倚紅樓詩草:一卷(清潘淑正撰),5877,潘淑正,主要作者,女,own
3072,280,倚紅樓詩草:一卷(清潘淑正撰),5969,沈壽慈,題辭,男,None
3073,280,倚紅樓詩草:一卷(清潘淑正撰),6991,楊振鎬,題辭,男,None
3074,280,倚紅樓詩草:一卷(清潘淑正撰),6992,毛淦,題辭,男,None
3075,280,倚紅樓詩草:一卷(清潘淑正撰),6993,朱葆儒,題辭,男,None
3076,280,倚紅樓詩草:一卷(清潘淑正撰),6980,谷肇慶,題辭,男,None
3077,280,倚紅樓詩草:一卷(清潘淑正撰),6994,錢純,題辭,男,None
3071,280,倚紅樓詩草:一卷(清潘淑正撰),6964,任方珩,題辭,男,None
1219,282,"杏樓吟草:一卷, 杏樓詩餘: 一卷(清王玲撰)",6932,高熙喆,序作者,男,None
1220,282,"杏樓吟草:一卷, 杏樓詩餘: 一卷(清王玲撰)",6934,曹信本,題辭,男,None
1221,282,"杏樓吟草:一卷, 杏樓詩餘: 一卷(清王玲撰)",6936,紀鴻普,題辭,男,None
1222,282,"杏樓吟草:一卷, 杏樓詩餘: 一卷(清王玲撰)",6939,吳壽祺,題辭,男,None
1132,282,"杏樓吟草:一卷, 杏樓詩餘: 一卷(清王玲撰)",6832,王玲,主要作者,女,own
1224,282,"杏樓吟草:一卷, 杏樓詩餘: 一卷(清王玲撰)",6933,黃犖,題辭,男,None
1225,282,"杏樓吟草:一卷, 杏樓詩餘: 一卷(清王玲撰)",6935,劉百衲,跋作者,男,None
1218,282,"杏樓吟草:一卷, 杏樓詩餘: 一卷(清王玲撰)",6931,戴芝,序作者,男,None
1223,282,"杏樓吟草:一卷, 杏樓詩餘: 一卷(清王玲撰)",6931,戴芝,題辭,男,None
1217,282,"杏樓吟草:一卷, 杏樓詩餘: 一卷(清王玲撰)",6929,柯劭忞,序作者,男,None
1124,283,素心閣詩草:二卷(清鄭蕙撰),5845,鄭蕙,主要作者,女,own
1230,283,素心閣詩草:二卷(清鄭蕙撰),6852,宋謙,序作者,男,None
1227,283,素心閣詩草:二卷(清鄭蕙撰),4677,張景祁,序作者,男,None
1232,283,素心閣詩草:二卷(清鄭蕙撰),6854,曾紀石,序作者,男,None
1233,283,素心閣詩草:二卷(清鄭蕙撰),6856,殷執中,序作者,男,None
1226,283,素心閣詩草:二卷(清鄭蕙撰),265,李慈銘,序作者,男,None
1228,283,素心閣詩草:二卷(清鄭蕙撰),279,謝章鋌,序作者,男,None
1229,283,素心閣詩草:二卷(清鄭蕙撰),6853,朱寶善,序作者,男,None
1231,283,素心閣詩草:二卷(清鄭蕙撰),6855,鄭錫甲,序作者,男,suspicious
1679,284,昭如女子詩鈔:一卷(清王麟書撰),7325,王曾祺,其他作者,男,None
1133,284,昭如女子詩鈔:一卷(清王麟書撰),6838,王麟書,主要作者,女,own
1686,285,"天風佩韻軒草:二卷, 附天風佩韻軒詩餘(清許嘉儀撰)",7417,陳寶,序作者,男,None
1688,285,"天風佩韻軒草:二卷, 附天風佩韻軒詩餘(清許嘉儀撰)",7600,方鍾琇,題辭,女,None
1689,285,"天風佩韻軒草:二卷, 附天風佩韻軒詩餘(清許嘉儀撰)",327,方濬頤,題辭,男,None
1685,285,"天風佩韻軒草:二卷, 附天風佩韻軒詩餘(清許嘉儀撰)",7420,湯成烈,序作者,男,suspicious
1690,285,"天風佩韻軒草:二卷, 附天風佩韻軒詩餘(清許嘉儀撰)",7601,湯淑因,題辭,女,suspicious
1691,285,"天風佩韻軒草:二卷, 附天風佩韻軒詩餘(清許嘉儀撰)",7419,吳唐林,題辭,男,None
1692,285,"天風佩韻軒草:二卷, 附天風佩韻軒詩餘(清許嘉儀撰)",7602,徐衡,題辭,男,None
1693,285,"天風佩韻軒草:二卷, 附天風佩韻軒詩餘(清許嘉儀撰)",7599,湯世熙,跋作者,男,丈夫
1687,285,"天風佩韻軒草:二卷, 附天風佩韻軒詩餘(清許嘉儀撰)",7418,黃景洛,序作者,男,None
1125,285,"天風佩韻軒草:二卷, 附天風佩韻軒詩餘(清許嘉儀撰)",3611,許嘉儀,主要作者,女,own
1498,286,錡齋詩選:一卷(清李長霞撰),6839,李長霞,序作者,女,自序
1134,286,錡齋詩選:一卷(清李長霞撰),6839,李長霞,主要作者,女,own
