"prID","poetID","regionID"
5953,7630,1458
5954,7631,18
5955,7632,63
5956,7634,63
5957,7635,60
5958,7636,167
5959,7637,18
5960,7638,110
5961,7639,1459
5962,7640,113
5963,7644,208
5964,7645,1460
5965,7646,60
5966,7647,318
5967,7649,48
5968,7650,1461
5969,7651,187
5970,7652,1112
5971,7653,16
5972,7654,93
5973,7655,41
5974,7656,212
5975,7657,16
5976,7658,10
5977,7660,110
5978,7661,110
5979,7662,1462
5980,7664,195
5981,7665,99
5982,7668,220
5983,7669,117
5984,7671,48
5985,7672,1463
5986,7674,150
5987,7675,75
5988,7676,83
5989,7679,150
5990,7680,1464
5991,7681,117
5992,7682,1265
5993,7683,865
5994,7684,150
5995,7685,865
5996,7686,381
5997,7687,798
5998,7688,1371
5999,7689,10
6000,7690,308
6001,7691,28
6002,7692,111
6003,7694,111
6004,7695,16
6005,7696,451
6006,7697,16
6007,7698,16
6008,7699,173
6010,7700,75
6011,7704,1465
6012,7706,263
6014,7711,83
6015,7712,233
6016,7713,1466
6017,7715,110
6018,7716,437
6019,7717,70
6020,7718,122
6022,7719,187
6023,7721,1467
6024,7722,120
6025,7723,84
6026,7724,84
6027,7725,208
6028,7726,252
6029,7727,121
6030,7728,1371
6031,7734,206
6032,7735,150
6033,7736,83
6034,7737,150
6035,7739,83
6036,7742,200
6037,7746,150
6039,4820,79
6040,4708,191
6041,7750,110
6042,7751,16
6043,7752,39
6044,7753,212
6045,7754,212
6046,7755,212
6047,7756,110
6048,7757,110
6049,7758,319
6050,7759,319
6119,7839,110
6053,7762,318
6054,7763,192
6055,7764,319
6056,7765,1468
6057,7766,319
6058,7767,1468
6059,4596,50
6060,7768,1468
6061,7769,1469
6062,7770,313
6063,7771,168
6064,7772,10
6065,7773,1452
6066,7774,212
6067,7777,217
6068,7778,88
6069,7779,110
6070,7781,1470
6071,7783,10
6072,7784,72
6073,7785,1142
6074,7786,1471
6075,7788,16
6076,7794,84
6077,7795,10
6078,7796,75
6079,7797,84
6080,7800,1219
6081,7801,361
6082,7802,798
6083,7803,25
6085,7804,25
6086,7805,1211
6087,7806,84
6088,7807,50
6089,7808,128
6120,7840,228
6093,7811,16
6092,7812,16
6094,7813,173
6095,7814,136
6096,7809,1472
6097,4649,451
6098,7816,183
6099,7799,1473
6101,7819,250
6102,7820,250
6103,7821,187
6104,7822,187
6105,7823,250
6106,7824,250
6107,7825,10
6108,7827,75
6109,7828,75
6110,7829,1474
6111,7830,10
6112,7831,176
6121,7841,228
6122,7842,133
6123,5667,83
6124,7845,183
6125,4670,339
6126,4671,120
6127,4672,178
6128,4536,27
6129,4539,1419
6130,4543,220
6131,4544,16
6132,7847,308
6133,7848,121
6134,4548,26
6135,4549,928
6136,4550,68
6137,4551,1140
6138,4552,189
6139,4553,26
6140,4577,99
6141,7849,329
6142,4626,57
6144,4679,110
6145,4680,110
6146,4681,10
6147,4682,70
6148,4683,110
6149,4700,25
6150,4706,165
6151,4709,217
6152,4723,10
6153,4735,140
6154,4736,308
6155,4738,50
6156,4739,275
6157,4741,1476
6158,4742,1476
6159,4745,10
6160,4759,39
6161,4763,214
6162,4798,97
6163,4799,150
6164,4805,1354
6165,4806,165
6166,4809,110
6167,4811,16
6168,4817,58
6169,4819,64
6170,4821,235
6171,4823,16
6172,4825,64
6173,4827,313
6174,4861,16
6175,4862,339
6176,4863,1371
6177,4864,253
6182,4895,1420
6183,4896,1114
6184,4897,189
6185,4899,1477
6186,4900,283
6187,4902,1420
6188,4906,120
6189,4905,1478
6190,4904,1479
6191,4908,295
6192,4909,1143
6193,4911,64
6194,4912,93
6195,4915,1227
6196,4916,10
6197,4917,416
6198,4918,111
6199,4919,58
6200,4920,99
6201,4921,378
6202,4922,378
6203,7851,426
6205,4924,291
6206,4925,1480
6207,4926,1481
6208,4927,1482
6209,4928,1264
6210,4929,287
6211,4930,1470
6212,4931,1483
6213,4932,1484
6214,4933,30
6215,4934,1109
6216,4936,1485
6217,7853,225
6218,7854,189
6219,7855,128
6220,7856,128
6221,7857,128
6222,4937,1486
6223,4938,1140
6224,4941,1487
6225,4952,16
6226,7858,1109
6227,7860,150
6228,7861,10
6229,7862,1468
6231,7863,1468
6232,7864,225
6233,7865,319
6234,7867,168
6235,7868,48
6236,7870,1371
6237,7874,48
6238,7875,808
6239,7876,60
6240,7879,803
6241,7908,191
6242,7909,319
6243,7910,63
6244,7911,63
6245,7912,189
6246,7913,50
6247,7914,150
6248,7915,48
6249,7916,110
6250,7921,26
6251,7923,150
6252,7924,1475
6253,7925,173
6254,7926,863
6255,7928,389
6256,7934,120
6257,7936,18
6258,7937,58
6259,7938,66
6260,7939,191
6261,7940,110
6262,7943,150
6263,7944,141
6264,7945,437
6265,7946,150
6266,7947,110
6269,7952,48
6270,7953,323
6271,7954,167
6272,7955,1024
6273,7956,120
6274,7957,88
6275,7958,928
6276,7966,807
6277,7976,120
6278,7977,329
6279,7978,361
6280,7979,1450
6281,7982,184
6282,7983,25
6283,7984,25
6284,7987,1468
6285,7993,18
6286,7994,18
6287,7997,25
6288,3139,319
6289,8000,150
6290,8001,150
6291,8002,1211
6292,8003,1488
6293,8004,150
6294,8005,150
6295,8006,239
6296,8007,1405
6297,8008,1142
6298,8009,72
6299,8010,137
6300,8011,16
6301,8013,150
6302,8014,95
6303,8015,361
6304,8017,27
6305,4743,1489
6306,4841,257
6309,4907,1490
6310,4910,221
6311,4913,1491
6312,4935,1491
6313,5626,1492
6315,5627,1493
6316,5630,1494
6317,5651,56
6318,5665,416
6319,5682,108
6320,5712,120
6321,5716,58
6322,6072,197
6324,8020,110
6325,8021,80
6326,8022,108
6327,8023,110
6329,4701,113
6330,8026,1371
6331,8027,141
6332,8028,141
6333,8029,141
6334,8030,141
6335,4828,1127
6336,8031,1371
6338,8033,1446
6339,8034,16
6340,8035,110
6341,8036,206
6342,8037,206
6343,8038,16
6344,8039,50
6345,5964,121
6346,5740,308
6347,8041,1446
6348,8042,195
6349,8044,128
6350,8045,128
6351,7542,1495
6354,8047,318
6355,8048,1375
6356,8050,1375
6357,8051,1375
6358,8052,72
6359,8053,304
6360,5461,1126
6361,4740,317
6362,5779,392
6363,8054,337
6364,8055,132
6365,8056,318
6366,8057,16
6367,8058,1165
6368,8059,132
6369,8060,16
6371,8061,84
6372,8062,120
6374,8063,120
6375,8064,223
6376,8065,132
6377,8066,66
6378,8067,39
6379,8068,72
6380,8069,1168
6381,8070,66
6382,8071,112
6383,8072,132
6384,8073,132
6385,8074,223
6386,8075,72
6387,8076,72
6388,8077,168
6389,8078,1397
6390,8079,84
6391,8080,132
6392,8081,75
6393,8082,62
6397,6079,315
6402,8088,221
6403,8089,16
6404,8090,112
6405,8092,275
6406,8093,206
6407,8094,187
6408,8095,318
6409,8096,233
6410,8097,233
6411,8098,437
6412,8099,1371
6413,8100,424
6414,8101,212
6415,8102,396
6416,8103,212
6417,8104,206
6418,8105,212
6419,8110,150
6420,8111,150
6421,8112,385
6422,8113,264
6423,8114,264
6424,8115,264
6425,8117,150
6426,8118,150
6427,8119,150
6428,8120,150
6429,8121,150
6430,8122,150
6431,8123,150
6432,8126,150
6433,8127,150
6434,8128,58
6438,8132,319
6439,8133,319
6440,8134,319
6441,8135,319
6442,8136,816
6443,8137,1391
6444,8138,816
6445,8139,295
6446,8140,150
6447,8141,195
6448,8143,113
6449,8148,75
6450,8150,64
6451,8151,1265
6452,8153,64
6453,8155,50
6454,8158,8
6456,8160,798
6457,8162,117
6458,8163,426
6460,8159,1371
6461,1313,269
6464,8164,1074
6467,8173,374
6469,8175,255
6470,8177,170
6471,8178,385
6472,7193,229
6474,6082,1486
6475,8186,132
6476,6893,1396
6477,8188,363
6478,5971,108
6479,8189,179
6482,8192,385
6483,8193,108
6484,8194,241
6486,8200,1115
6487,8201,56
6488,8202,206
6489,8203,18
6490,8204,1446
6491,8214,329
6492,8222,16
6493,8223,308
6494,8226,108
6495,8232,1446
6496,5642,1078
6497,5643,309
6498,4842,168
6499,5644,1371
6500,5646,1395
6501,8239,188
6502,5648,1147
6503,5650,88
6504,5652,1446
6505,5639,1295
6506,5654,120
6507,5655,313
6508,5659,120
6512,5660,120
6513,5662,33
6514,5663,176
6515,5664,208
6517,7265,100
6518,7259,113
6519,4762,113
6520,5668,25
6521,5670,70
6522,5671,120
6523,5672,217
6524,5673,221
6525,5675,279
6526,5676,308
6527,5678,206
6528,5680,308
6529,5683,108
6530,5695,178
6531,5696,110
6532,5698,191
6533,8245,111
6534,6067,111
6536,8247,72
6537,8248,1426
6538,8249,1426
6539,3847,111
6544,5706,49
6545,5708,1355
6547,4024,111
6550,8256,239
6551,8257,72
6561,8271,313
6563,6015,1496
6608,6016,1356
6565,6107,1344
6566,8276,1344
6568,6250,1344
6570,5710,120
6571,4877,120
6572,5715,456
6573,5717,168
6574,5718,58
6575,5720,1465
6576,5722,136
6577,5723,108
6578,5724,108
6579,5726,108
6580,5736,108
6581,5746,60
6582,5747,308
6583,5748,308
6584,5752,1213
6585,5753,1213
6586,5754,108
6587,5755,206
6591,8282,1356
6592,8283,95
6593,8284,1356
6594,8285,316
6595,8287,1498
6596,8289,1356
6597,8290,254
6600,8292,1499
6601,8293,1498
6602,8294,1501
6603,8295,1502
6604,8296,1356
6605,8297,1430
6606,8298,1498
6607,8299,1503
6609,6019,1504
6610,7131,26
6617,8308,84
6618,8309,1417
6619,7789,10
6622,8316,93
6623,8318,92
6624,8320,322
6625,8321,300
6626,8322,84
6629,8325,25
6631,8327,10
6633,8331,110
6635,8332,76
6647,8345,1262
6648,8347,225
6656,4705,25
6657,8358,1478
6661,6606,416
6693,4859,437
6694,4830,437
6696,8407,66
6697,8406,73
6700,8408,121
6701,8409,121
6708,8417,1394
6709,8418,167
6711,8421,184
6712,8422,10
6717,8431,167
6720,8433,254
6721,8434,68
6722,8435,2
6723,8436,26
6735,8437,1384
6725,8438,225
6726,8439,182
6727,8440,1508
6728,8441,1441
6729,8443,110
6730,8444,374
6731,8445,58
6732,8446,366
6733,8447,32
6734,8448,99
6736,8450,1477
6737,8451,319
6738,8452,173
6739,8453,173
6740,8454,173
6741,8455,173
6742,8456,319
6743,8457,1077
6744,8458,150
6745,8459,319
6746,8108,194
6747,8460,306
6748,8461,306
6749,8462,141
6750,8463,191
